product_id,supplier_id,product_name,category,subcategory,cost_price,mrp,commission_percent
739,111,Kurtis 739,Fashion,Kurtis,451.73,1075.44,18.96
740,32,Womens Ethnic 740,Fashion,Womens Ethnic,469.14,800.82,21.54
741,148,Kids Wear 741,Fashion,Kids Wear,699.06,1685.41,18.01
742,93,Kids Wear 742,Fashion,Kids Wear,1681.95,4112.17,19.91
743,139,Sarees 743,Fashion,Sarees,689.97,1270.48,15.06
744,135,Womens Ethnic 744,Fashion,Womens Ethnic,977.73,1690.15,22.61
745,19,T-Shirts 745,Fashion,T-Shirts,142.25,225.84,8.72
746,48,Mens Casual 746,Fashion,Mens Casual,465.28,669.6,17.82
747,64,Mens Casual 747,Fashion,Mens Casual,941.04,2374.77,8.73
748,40,Sarees 748,Fashion,Sarees,386.04,655.09,21.81
749,110,Mens Casual 749,Fashion,Mens Casual,874.03,2184.26,13.9
750,130,Sarees 750,Fashion,Sarees,1601.91,2888.07,20.28
751,99,Womens Ethnic 751,Fashion,Womens Ethnic,1095.47,2643.84,15.67
752,76,Sarees 752,Fashion,Sarees,1195.48,2330.43,16.5
753,50,Mens Casual 753,Fashion,Mens Casual,1759.06,3073.84,20.17
754,127,Mens Casual 754,Fashion,Mens Casual,820.7,1490.3,8.83
755,130,T-Shirts 755,Fashion,T-Shirts,1380.45,2600.69,10.69
756,85,Kurtis 756,Fashion,Kurtis,1739.41,2444.73,10.14
757,129,T-Shirts 757,Fashion,T-Shirts,830.12,1599.61,9.77
758,32,Mens Casual 758,Fashion,Mens Casual,173.34,258.41,22.23
759,124,T-Shirts 759,Fashion,T-Shirts,1425.42,3491.07,14.1
760,54,Womens Ethnic 760,Fashion,Womens Ethnic,693.79,1223.07,15.98
761,82,Kurtis 761,Fashion,Kurtis,492.3,807.2,20.32
762,132,T-Shirts 762,Fashion,T-Shirts,1701.55,3868.82,6.28
763,3,Sarees 763,Fashion,Sarees,796.73,1632.23,8.84
764,31,Sarees 764,Fashion,Sarees,347.09,510.22,21.68
765,94,Mens Casual 765,Fashion,Mens Casual,961.23,2310.66,23.19
766,62,Womens Ethnic 766,Fashion,Womens Ethnic,305.39,528.7,16.14
767,63,Kurtis 767,Fashion,Kurtis,1647.27,3016.77,10.68
768,22,Womens Ethnic 768,Fashion,Womens Ethnic,1565.23,3280.35,6.39
769,108,Sarees 769,Fashion,Sarees,1421.83,2011.57,21.23
770,75,Mens Casual 770,Fashion,Mens Casual,1322.42,2411.91,13.15
771,45,Mens Casual 771,Fashion,Mens Casual,809.47,2093.8,20.58
772,34,Kids Wear 772,Fashion,Kids Wear,1569.54,3128.64,8.6
773,38,Kids Wear 773,Fashion,Kids Wear,296.01,692.13,21.64
774,63,Sarees 774,Fashion,Sarees,1735.6,2636.65,12.07
775,75,Sarees 775,Fashion,Sarees,330.63,486.82,6.6
776,149,Kids Wear 776,Fashion,Kids Wear,1575.63,3802.35,14.94
777,135,T-Shirts 777,Fashion,T-Shirts,149.67,233.95,7.16
778,91,Kurtis 778,Fashion,Kurtis,1798.04,3547.78,9.31
779,96,Sarees 779,Fashion,Sarees,1012.04,1924.98,6.89
780,101,Kurtis 780,Fashion,Kurtis,480.23,990.63,16.03
781,11,T-Shirts 781,Fashion,T-Shirts,1687.2,2592.3,13.97
782,135,Mens Casual 782,Fashion,Mens Casual,911.35,1490.2,18.35
783,51,Sarees 783,Fashion,Sarees,259.03,449.85,16.41
784,40,Mens Casual 784,Fashion,Mens Casual,1160.12,2463.31,6.47
785,101,Womens Ethnic 785,Fashion,Womens Ethnic,693.37,1628.43,9.19
786,73,Womens Ethnic 786,Fashion,Womens Ethnic,930.39,2008.7,14.86
787,115,Kurtis 787,Fashion,Kurtis,1506.55,3723.25,17.23
788,44,T-Shirts 788,Fashion,T-Shirts,1017.56,2071.32,7.14
789,85,Mens Casual 789,Fashion,Mens Casual,895.9,1827.22,22.91
790,45,Mens Casual 790,Fashion,Mens Casual,1121.37,2681.66,8.43
791,84,Sarees 791,Fashion,Sarees,1246.64,2006.57,10.61
792,64,Womens Ethnic 792,Fashion,Womens Ethnic,618.48,1363.7,15.91
793,75,Kids Wear 793,Fashion,Kids Wear,942.03,2317.4,10.23
794,80,Womens Ethnic 794,Fashion,Womens Ethnic,969.84,1825.42,12.5
795,122,Kids Wear 795,Fashion,Kids Wear,883.6,1292.3,20.65
796,110,Kurtis 796,Fashion,Kurtis,411.82,1062.0,9.9
797,62,Sarees 797,Fashion,Sarees,1778.14,4272.88,14.6
798,94,Kids Wear 798,Fashion,Kids Wear,723.92,1568.18,17.67
799,63,Kids Wear 799,Fashion,Kids Wear,1517.05,2735.88,15.71
800,128,Kids Wear 800,Fashion,Kids Wear,185.0,453.14,19.46
801,49,Womens Ethnic 801,Fashion,Womens Ethnic,1156.68,1694.6,8.08
802,59,Mens Casual 802,Fashion,Mens Casual,279.58,686.25,19.79
803,50,Kurtis 803,Fashion,Kurtis,1307.11,1833.66,9.77
804,108,Womens Ethnic 804,Fashion,Womens Ethnic,1474.39,2727.2,16.45
805,80,Kids Wear 805,Fashion,Kids Wear,150.89,220.08,13.3
806,54,Womens Ethnic 806,Fashion,Womens Ethnic,1609.58,3561.38,11.88
807,45,Womens Ethnic 807,Fashion,Womens Ethnic,1546.67,2972.29,20.57
808,20,Sarees 808,Fashion,Sarees,211.66,440.35,23.81
809,103,T-Shirts 809,Fashion,T-Shirts,584.23,1351.11,21.08
810,75,Mens Casual 810,Fashion,Mens Casual,508.25,942.79,6.94
811,2,Kurtis 811,Fashion,Kurtis,1721.77,2803.66,7.15
812,150,Womens Ethnic 812,Fashion,Womens Ethnic,1281.04,1979.58,11.31
813,86,Sarees 813,Fashion,Sarees,1667.68,2835.15,19.72
814,8,Kurtis 814,Fashion,Kurtis,1238.67,2585.34,15.97
815,86,Kurtis 815,Fashion,Kurtis,1625.26,2298.02,13.44
816,92,Sarees 816,Fashion,Sarees,1460.51,2452.64,8.83
817,95,Sarees 817,Fashion,Sarees,1796.21,3301.01,7.57
818,29,Sarees 818,Fashion,Sarees,520.9,843.1,10.32
819,135,Womens Ethnic 819,Fashion,Womens Ethnic,372.12,603.9,20.1
820,102,Sarees 820,Fashion,Sarees,924.61,1402.98,13.46
821,149,T-Shirts 821,Fashion,T-Shirts,831.36,1332.04,9.02
822,114,Mens Casual 822,Fashion,Mens Casual,735.44,1423.0,11.18
823,121,T-Shirts 823,Fashion,T-Shirts,625.7,908.9,7.54
824,127,Kids Wear 824,Fashion,Kids Wear,441.96,686.9,21.55
825,127,Kurtis 825,Fashion,Kurtis,1682.35,4065.31,18.49
826,32,T-Shirts 826,Fashion,T-Shirts,1410.97,2251.71,11.69
827,135,Sarees 827,Fashion,Sarees,1705.72,3457.78,16.71
828,142,T-Shirts 828,Fashion,T-Shirts,313.78,746.42,21.51
829,30,Womens Ethnic 829,Fashion,Womens Ethnic,921.95,1407.88,7.69
830,41,Kids Wear 830,Fashion,Kids Wear,392.97,674.22,11.27
831,79,Kurtis 831,Fashion,Kurtis,643.75,1182.64,23.39
832,53,Sarees 832,Fashion,Sarees,484.28,1209.91,13.99
833,68,T-Shirts 833,Fashion,T-Shirts,909.54,2191.87,7.66
834,83,Womens Ethnic 834,Fashion,Womens Ethnic,1266.42,2384.35,11.58
835,122,Kids Wear 835,Fashion,Kids Wear,1219.82,2502.21,19.32
836,32,Womens Ethnic 836,Fashion,Womens Ethnic,442.65,623.66,17.69
837,23,Womens Ethnic 837,Fashion,Womens Ethnic,1687.67,3179.54,14.31
838,10,Sarees 838,Fashion,Sarees,295.17,643.56,8.04
839,57,T-Shirts 839,Fashion,T-Shirts,331.21,548.44,21.43
840,23,T-Shirts 840,Fashion,T-Shirts,1719.97,3711.28,14.19
841,121,Womens Ethnic 841,Fashion,Womens Ethnic,1695.04,4335.53,16.57
842,4,Kids Wear 842,Fashion,Kids Wear,1724.43,3287.23,6.55
843,82,Kurtis 843,Fashion,Kurtis,227.23,529.34,11.23
844,113,Mens Casual 844,Fashion,Mens Casual,1432.33,3247.6,15.95
845,108,Mens Casual 845,Fashion,Mens Casual,1551.02,2311.24,21.66
846,78,Mens Casual 846,Fashion,Mens Casual,575.67,1281.56,23.29
847,32,T-Shirts 847,Fashion,T-Shirts,1777.7,2637.5,10.56
848,102,Sarees 848,Fashion,Sarees,652.73,1142.26,22.97
849,38,Mens Casual 849,Fashion,Mens Casual,581.58,1339.65,8.28
850,76,Womens Ethnic 850,Fashion,Womens Ethnic,1202.29,2973.82,8.27
851,131,Womens Ethnic 851,Fashion,Womens Ethnic,1458.28,2781.34,10.71
852,90,Womens Ethnic 852,Fashion,Womens Ethnic,496.85,1176.56,7.76
853,72,T-Shirts 853,Fashion,T-Shirts,687.74,1085.65,22.55
854,127,Sarees 854,Fashion,Sarees,776.73,1224.31,11.16
855,60,Kids Wear 855,Fashion,Kids Wear,665.58,1539.82,7.77
856,81,Sarees 856,Fashion,Sarees,1383.47,2385.66,6.17
857,74,Womens Ethnic 857,Fashion,Womens Ethnic,1428.94,3107.5,7.86
858,27,T-Shirts 858,Fashion,T-Shirts,1601.17,3155.85,22.76
859,62,T-Shirts 859,Fashion,T-Shirts,1252.82,2717.27,17.39
860,12,T-Shirts 860,Fashion,T-Shirts,139.96,279.31,17.5
861,83,Kurtis 861,Fashion,Kurtis,839.44,2016.95,14.15
862,135,Sarees 862,Fashion,Sarees,209.9,434.26,10.09
863,83,Womens Ethnic 863,Fashion,Womens Ethnic,580.81,1297.88,17.41
864,128,Kids Wear 864,Fashion,Kids Wear,1193.06,2369.59,10.33
865,121,Kids Wear 865,Fashion,Kids Wear,1299.59,2398.19,10.47
866,110,Kurtis 866,Fashion,Kurtis,922.73,1395.66,15.04
867,62,Kids Wear 867,Fashion,Kids Wear,382.48,972.03,7.38
868,13,T-Shirts 868,Fashion,T-Shirts,932.59,2270.97,10.57
869,5,Womens Ethnic 869,Fashion,Womens Ethnic,1455.87,2412.55,7.49
870,102,T-Shirts 870,Fashion,T-Shirts,314.17,563.3,16.03
871,92,T-Shirts 871,Fashion,T-Shirts,872.12,1895.22,9.04
872,91,Womens Ethnic 872,Fashion,Womens Ethnic,670.28,1572.08,6.59
873,129,Kids Wear 873,Fashion,Kids Wear,931.6,1942.03,7.21
874,102,Kids Wear 874,Fashion,Kids Wear,870.81,1379.35,15.1
875,45,Sarees 875,Fashion,Sarees,1709.83,3914.16,11.18
876,89,Sarees 876,Fashion,Sarees,1699.05,2572.05,21.51
877,98,Womens Ethnic 877,Fashion,Womens Ethnic,1485.0,3363.93,9.2
878,7,Sarees 878,Fashion,Sarees,981.5,2424.63,15.19
879,14,Kurtis 879,Fashion,Kurtis,1794.78,4117.5,13.09
880,31,Mens Casual 880,Fashion,Mens Casual,269.57,417.1,14.29
881,142,Kurtis 881,Fashion,Kurtis,678.16,1062.98,8.67
882,48,Mens Casual 882,Fashion,Mens Casual,472.24,1202.65,11.93
883,55,Sarees 883,Fashion,Sarees,957.26,1737.87,15.34
884,32,Kids Wear 884,Fashion,Kids Wear,1704.03,4209.47,13.64
885,67,T-Shirts 885,Fashion,T-Shirts,893.63,1375.61,7.65
886,127,Kids Wear 886,Fashion,Kids Wear,1449.14,2892.72,9.4
887,126,Mens Casual 887,Fashion,Mens Casual,650.12,1293.92,21.53
888,80,Mens Casual 888,Fashion,Mens Casual,1645.78,2504.02,19.0
889,113,Womens Ethnic 889,Fashion,Womens Ethnic,1143.46,1854.88,16.69
890,131,Sarees 890,Fashion,Sarees,558.32,1029.28,14.2
891,88,Kurtis 891,Fashion,Kurtis,1310.97,2287.62,6.91
892,85,T-Shirts 892,Fashion,T-Shirts,673.2,1400.18,10.07
893,148,T-Shirts 893,Fashion,T-Shirts,1475.31,2069.3,12.55
894,126,T-Shirts 894,Fashion,T-Shirts,1545.29,3431.55,14.9
895,47,T-Shirts 895,Fashion,T-Shirts,1139.55,2136.04,14.79
896,57,Sarees 896,Fashion,Sarees,1102.75,2144.41,15.37
897,19,T-Shirts 897,Fashion,T-Shirts,287.24,733.34,8.3
898,27,Mens Casual 898,Fashion,Mens Casual,262.91,469.23,17.87
899,13,T-Shirts 899,Fashion,T-Shirts,243.74,532.99,7.92
900,12,Sarees 900,Fashion,Sarees,671.33,1240.31,9.21
901,135,Kids Wear 901,Fashion,Kids Wear,800.41,1674.56,20.98
902,44,Kids Wear 902,Fashion,Kids Wear,1315.26,3225.32,9.8
903,44,T-Shirts 903,Fashion,T-Shirts,331.85,555.44,22.31
904,83,Kurtis 904,Fashion,Kurtis,933.28,1585.76,21.96
905,148,Sarees 905,Fashion,Sarees,219.51,509.65,11.48
906,123,Kurtis 906,Fashion,Kurtis,1516.02,2313.13,6.21
907,113,Kurtis 907,Fashion,Kurtis,1757.91,3646.31,23.26
908,58,Mens Casual 908,Fashion,Mens Casual,925.94,1484.6,23.1
909,142,Womens Ethnic 909,Fashion,Womens Ethnic,832.74,2111.49,9.34
910,54,Sarees 910,Fashion,Sarees,1211.16,2445.38,14.03
911,115,Kids Wear 911,Fashion,Kids Wear,299.27,502.25,21.16
912,144,Kids Wear 912,Fashion,Kids Wear,573.53,1214.9,20.16
913,72,Mens Casual 913,Fashion,Mens Casual,1027.72,1682.18,23.72
914,140,Sarees 914,Fashion,Sarees,1611.67,3811.18,8.22
915,65,Mens Casual 915,Fashion,Mens Casual,1452.19,2809.21,16.35
916,81,Sarees 916,Fashion,Sarees,404.0,973.95,11.55
917,4,Sarees 917,Fashion,Sarees,1558.62,3832.33,6.28
918,130,Mens Casual 918,Fashion,Mens Casual,1662.61,2969.91,15.34
919,26,Mens Casual 919,Fashion,Mens Casual,1660.93,3425.04,18.01
920,46,Kurtis 920,Fashion,Kurtis,166.09,343.22,16.16
921,15,T-Shirts 921,Fashion,T-Shirts,510.33,1322.22,20.51
922,126,Mens Casual 922,Fashion,Mens Casual,1344.99,2746.38,14.66
923,132,Kurtis 923,Fashion,Kurtis,1403.13,3583.36,14.75
924,96,Kids Wear 924,Fashion,Kids Wear,488.23,724.62,13.67
925,61,Kids Wear 925,Fashion,Kids Wear,288.53,710.1,9.89
926,106,Womens Ethnic 926,Fashion,Womens Ethnic,869.7,1234.42,13.49
927,103,Sarees 927,Fashion,Sarees,222.23,548.51,9.84
928,18,Mens Casual 928,Fashion,Mens Casual,272.23,568.33,18.94
929,86,T-Shirts 929,Fashion,T-Shirts,276.74,422.09,12.07
930,53,Mens Casual 930,Fashion,Mens Casual,162.94,276.0,19.08
931,125,Mens Casual 931,Fashion,Mens Casual,549.46,806.87,14.87
932,56,Womens Ethnic 932,Fashion,Womens Ethnic,1753.85,2473.11,14.74
933,25,T-Shirts 933,Fashion,T-Shirts,1215.58,1741.9,20.59
934,4,Kurtis 934,Fashion,Kurtis,350.37,511.9,11.16
935,37,Kids Wear 935,Fashion,Kids Wear,989.16,1438.34,20.52
936,77,Sarees 936,Fashion,Sarees,426.62,735.65,8.29
937,63,Sarees 937,Fashion,Sarees,1058.92,2666.37,8.65
938,85,Kids Wear 938,Fashion,Kids Wear,221.84,423.61,21.02
939,57,Kurtis 939,Fashion,Kurtis,1229.76,1757.2,12.92
940,7,Sarees 940,Fashion,Sarees,1168.78,1804.1,20.66
941,9,Mens Casual 941,Fashion,Mens Casual,1642.96,3774.94,17.19
942,6,Sarees 942,Fashion,Sarees,1041.87,2285.57,21.25
943,3,Kids Wear 943,Fashion,Kids Wear,1288.14,2888.09,22.57
944,107,Kurtis 944,Fashion,Kurtis,285.84,607.52,15.71
945,84,T-Shirts 945,Fashion,T-Shirts,561.93,1003.72,23.13
946,138,Sarees 946,Fashion,Sarees,1798.15,4123.05,20.04
947,48,T-Shirts 947,Fashion,T-Shirts,871.4,1527.83,6.61
948,93,Kids Wear 948,Fashion,Kids Wear,557.3,1399.86,22.28
949,108,Kids Wear 949,Fashion,Kids Wear,1671.04,3674.91,14.72
950,13,Kids Wear 950,Fashion,Kids Wear,136.16,319.22,8.11
951,63,Sarees 951,Fashion,Sarees,1205.26,2842.81,6.64
952,21,Womens Ethnic 952,Fashion,Womens Ethnic,240.21,591.18,11.46
953,14,Womens Ethnic 953,Fashion,Womens Ethnic,706.51,1522.51,12.98
954,66,Sarees 954,Fashion,Sarees,152.1,226.11,20.1
955,133,Kids Wear 955,Fashion,Kids Wear,1721.77,3152.94,10.63
956,10,Womens Ethnic 956,Fashion,Womens Ethnic,142.77,352.26,6.4
957,65,T-Shirts 957,Fashion,T-Shirts,812.74,1966.1,17.22
958,138,Sarees 958,Fashion,Sarees,1007.75,1666.08,20.58
959,73,Kids Wear 959,Fashion,Kids Wear,406.27,766.85,23.88
960,73,Kurtis 960,Fashion,Kurtis,1096.02,1721.15,13.13
961,22,Mens Casual 961,Fashion,Mens Casual,651.31,1241.7,23.39
962,85,Kurtis 962,Fashion,Kurtis,186.4,366.2,19.29
963,28,Womens Ethnic 963,Fashion,Womens Ethnic,1779.4,2730.54,20.27
964,96,Sarees 964,Fashion,Sarees,712.88,1580.82,7.08
965,6,T-Shirts 965,Fashion,T-Shirts,317.4,659.99,11.55
966,19,Womens Ethnic 966,Fashion,Womens Ethnic,688.17,981.22,19.97
967,71,Kids Wear 967,Fashion,Kids Wear,239.54,459.77,14.66
968,100,Sarees 968,Fashion,Sarees,1559.35,3999.36,21.81
969,59,Womens Ethnic 969,Fashion,Womens Ethnic,1171.42,2611.02,19.98
970,118,Mens Casual 970,Fashion,Mens Casual,1296.99,2005.1,13.24
971,97,Womens Ethnic 971,Fashion,Womens Ethnic,392.43,694.11,7.79
972,98,Kurtis 972,Fashion,Kurtis,546.69,957.27,16.69
973,130,Kids Wear 973,Fashion,Kids Wear,734.0,1862.91,16.92
974,139,Mens Casual 974,Fashion,Mens Casual,542.18,959.64,10.1
975,23,Kurtis 975,Fashion,Kurtis,1623.15,2403.52,21.41
976,70,Mens Casual 976,Fashion,Mens Casual,1571.43,3393.12,22.95
977,41,T-Shirts 977,Fashion,T-Shirts,1263.57,2932.63,20.06
978,148,Sarees 978,Fashion,Sarees,1376.92,2464.05,7.66
979,136,Kids Wear 979,Fashion,Kids Wear,1657.95,2916.67,22.37
980,2,Kurtis 980,Fashion,Kurtis,1787.32,2545.18,16.34
981,140,Kids Wear 981,Fashion,Kids Wear,765.94,1854.25,10.59
982,149,Sarees 982,Fashion,Sarees,514.17,1318.63,8.78
983,129,T-Shirts 983,Fashion,T-Shirts,605.85,1387.24,14.9
984,63,Womens Ethnic 984,Fashion,Womens Ethnic,1201.95,2370.14,14.61
985,108,T-Shirts 985,Fashion,T-Shirts,1192.85,2823.06,20.45
986,136,Kurtis 986,Fashion,Kurtis,909.64,1498.12,6.82
987,29,Mens Casual 987,Fashion,Mens Casual,580.63,916.01,16.13
988,138,Kurtis 988,Fashion,Kurtis,883.69,1686.21,16.29
989,111,Kids Wear 989,Fashion,Kids Wear,861.79,2040.79,13.65
990,21,Sarees 990,Fashion,Sarees,1385.96,3091.37,16.59
991,98,Kurtis 991,Fashion,Kurtis,438.74,806.29,21.09
992,54,Mens Casual 992,Fashion,Mens Casual,695.42,1522.54,8.04
993,4,Sarees 993,Fashion,Sarees,1572.65,3138.16,15.56
994,82,Kids Wear 994,Fashion,Kids Wear,826.37,2007.11,16.35
995,112,Womens Ethnic 995,Fashion,Womens Ethnic,1175.63,2838.98,19.21
996,107,Mens Casual 996,Fashion,Mens Casual,1458.13,3325.15,14.73
997,115,T-Shirts 997,Fashion,T-Shirts,629.06,1090.14,14.59
998,70,Sarees 998,Fashion,Sarees,1660.06,4304.92,6.61
999,15,Sarees 999,Fashion,Sarees,1541.06,3023.07,8.43
1000,22,Kids Wear 1000,Fashion,Kids Wear,1793.32,4124.35,12.48
1001,138,Kids Wear 1001,Fashion,Kids Wear,550.16,956.51,11.77
1002,56,Kids Wear 1002,Fashion,Kids Wear,342.07,638.76,14.83
1003,92,Kids Wear 1003,Fashion,Kids Wear,1688.77,3478.0,12.06
1004,100,Kids Wear 1004,Fashion,Kids Wear,1311.99,2867.22,22.96
1005,87,T-Shirts 1005,Fashion,T-Shirts,808.8,1367.22,18.42
1006,86,Mens Casual 1006,Fashion,Mens Casual,125.42,311.75,6.47
1007,3,Kurtis 1007,Fashion,Kurtis,1629.48,4142.82,18.34
1008,34,Mens Casual 1008,Fashion,Mens Casual,910.31,2075.94,15.5
1009,100,T-Shirts 1009,Fashion,T-Shirts,1288.48,2024.84,16.29
1010,16,T-Shirts 1010,Fashion,T-Shirts,972.62,2010.96,23.04
1011,41,Kurtis 1011,Fashion,Kurtis,1096.2,1893.4,19.24
1012,6,T-Shirts 1012,Fashion,T-Shirts,1770.62,4214.59,10.23
1013,48,Sarees 1013,Fashion,Sarees,1482.41,3036.52,20.0
1014,139,Sarees 1014,Fashion,Sarees,1264.66,2235.26,9.1
1015,74,Kurtis 1015,Fashion,Kurtis,1736.86,4107.28,9.54
1016,102,Kids Wear 1016,Fashion,Kids Wear,197.59,504.37,20.44
1017,120,Sarees 1017,Fashion,Sarees,716.21,1413.68,18.25
1018,108,Kids Wear 1018,Fashion,Kids Wear,354.47,705.1,23.89
1019,100,Kurtis 1019,Fashion,Kurtis,1791.56,3768.91,9.47
1020,121,T-Shirts 1020,Fashion,T-Shirts,839.59,1511.6,20.45
1021,26,Kids Wear 1021,Fashion,Kids Wear,1140.41,2067.7,12.99
1022,136,Womens Ethnic 1022,Fashion,Womens Ethnic,705.79,1507.33,7.12
1023,123,Kurtis 1023,Fashion,Kurtis,976.17,1610.48,18.06
1024,79,Womens Ethnic 1024,Fashion,Womens Ethnic,1000.13,1636.22,20.85
1025,123,Kurtis 1025,Fashion,Kurtis,150.88,248.98,11.39
1026,45,Mens Casual 1026,Fashion,Mens Casual,1516.42,2909.46,19.64
1027,1,Kids Wear 1027,Fashion,Kids Wear,1167.51,1771.35,7.63
1028,31,Sarees 1028,Fashion,Sarees,1250.2,2708.5,8.12
1029,108,T-Shirts 1029,Fashion,T-Shirts,413.23,998.55,22.22
1030,139,Womens Ethnic 1030,Fashion,Womens Ethnic,535.43,1386.28,8.8
1031,68,Sarees 1031,Fashion,Sarees,1789.07,4449.09,13.82
1032,22,Kids Wear 1032,Fashion,Kids Wear,1111.41,1683.86,17.76
1033,145,Womens Ethnic 1033,Fashion,Womens Ethnic,1480.33,3540.48,20.64
1034,99,T-Shirts 1034,Fashion,T-Shirts,1768.71,4583.32,23.71
1035,40,T-Shirts 1035,Fashion,T-Shirts,846.96,1774.89,9.9
1036,54,Kids Wear 1036,Fashion,Kids Wear,1509.51,3123.4,18.98
1037,74,Kids Wear 1037,Fashion,Kids Wear,1599.3,3536.25,21.96
1038,122,Kurtis 1038,Fashion,Kurtis,961.53,1790.26,18.95
1039,84,Mens Casual 1039,Fashion,Mens Casual,634.91,1307.83,6.97
1040,46,Mens Casual 1040,Fashion,Mens Casual,136.34,351.4,21.74
1041,21,Sarees 1041,Fashion,Sarees,1447.77,3214.83,23.92
1042,41,Kurtis 1042,Fashion,Kurtis,463.31,690.12,12.44
1043,114,Kids Wear 1043,Fashion,Kids Wear,712.2,1132.06,17.11
1044,79,Mens Casual 1044,Fashion,Mens Casual,586.91,1414.62,18.16
1045,37,T-Shirts 1045,Fashion,T-Shirts,978.52,2181.29,13.1
1046,125,Kurtis 1046,Fashion,Kurtis,1327.41,3072.63,16.61
1047,135,Mens Casual 1047,Fashion,Mens Casual,1352.79,3321.94,16.25
1048,44,Kids Wear 1048,Fashion,Kids Wear,1565.83,2341.09,21.39
1049,123,Sarees 1049,Fashion,Sarees,863.3,1733.26,10.63
1050,14,Kurtis 1050,Fashion,Kurtis,764.36,1635.65,11.3
1051,43,Sarees 1051,Fashion,Sarees,757.39,1852.87,16.74
1052,47,Kurtis 1052,Fashion,Kurtis,1728.09,3209.2,21.03
1053,57,Kids Wear 1053,Fashion,Kids Wear,288.56,513.66,7.34
1054,6,Kurtis 1054,Fashion,Kurtis,204.33,290.54,10.75
1055,27,T-Shirts 1055,Fashion,T-Shirts,1624.97,3172.32,16.2
1056,64,Mens Casual 1056,Fashion,Mens Casual,1119.84,2648.83,20.16
1057,47,Mens Casual 1057,Fashion,Mens Casual,886.74,2293.16,13.6
1058,102,Sarees 1058,Fashion,Sarees,1008.9,1533.15,10.0
1059,54,Kids Wear 1059,Fashion,Kids Wear,653.99,977.54,12.66
1060,30,Womens Ethnic 1060,Fashion,Womens Ethnic,1231.69,1769.22,18.95
1061,58,Kurtis 1061,Fashion,Kurtis,627.6,1176.62,23.18
1062,12,Womens Ethnic 1062,Fashion,Womens Ethnic,1485.19,2929.66,19.03
1063,119,T-Shirts 1063,Fashion,T-Shirts,230.22,505.77,10.95
1064,93,Mens Casual 1064,Fashion,Mens Casual,275.02,698.91,13.47
1065,2,Womens Ethnic 1065,Fashion,Womens Ethnic,1467.21,3812.85,9.33
1066,114,Womens Ethnic 1066,Fashion,Womens Ethnic,1305.48,2924.59,9.84
1067,12,Mens Casual 1067,Fashion,Mens Casual,516.56,1092.36,7.5
1068,75,Womens Ethnic 1068,Fashion,Womens Ethnic,284.15,698.26,16.18
1069,142,Sarees 1069,Fashion,Sarees,382.89,916.07,17.1
1070,67,Mens Casual 1070,Fashion,Mens Casual,1664.49,2648.45,6.28
1071,98,Womens Ethnic 1071,Fashion,Womens Ethnic,818.76,1351.33,12.02
1072,14,T-Shirts 1072,Fashion,T-Shirts,1117.18,2806.18,9.08
1073,70,T-Shirts 1073,Fashion,T-Shirts,646.0,970.3,10.49
1074,121,Kurtis 1074,Fashion,Kurtis,1332.74,3200.5,7.5
1075,9,Kurtis 1075,Fashion,Kurtis,1314.85,1889.61,23.22
1076,63,Kids Wear 1076,Fashion,Kids Wear,208.35,515.25,22.61
1077,105,T-Shirts 1077,Fashion,T-Shirts,309.01,782.56,7.05
1078,49,Mens Casual 1078,Fashion,Mens Casual,929.62,1971.27,20.38
1079,127,T-Shirts 1079,Fashion,T-Shirts,1568.84,3696.23,23.94
1080,84,Kurtis 1080,Fashion,Kurtis,854.2,1246.81,10.62
1081,39,Kurtis 1081,Fashion,Kurtis,1535.7,2762.33,11.7
1082,46,Kids Wear 1082,Fashion,Kids Wear,133.83,231.26,11.57
1083,68,Kids Wear 1083,Fashion,Kids Wear,1391.96,2594.82,17.93
1084,126,T-Shirts 1084,Fashion,T-Shirts,960.39,2216.82,12.08
1085,41,Kids Wear 1085,Fashion,Kids Wear,1598.08,3653.97,14.98
1086,144,Sarees 1086,Fashion,Sarees,303.74,467.45,16.05
1087,143,Womens Ethnic 1087,Fashion,Womens Ethnic,762.91,1405.98,6.38
1088,85,Womens Ethnic 1088,Fashion,Womens Ethnic,1073.44,2367.36,12.37
1089,126,Sarees 1089,Fashion,Sarees,190.62,305.85,19.28
1090,12,Sarees 1090,Fashion,Sarees,1548.47,2773.8,10.73
1091,72,T-Shirts 1091,Fashion,T-Shirts,606.68,1506.25,19.44
1092,38,Kurtis 1092,Fashion,Kurtis,1754.51,3004.94,19.48
1093,138,Sarees 1093,Fashion,Sarees,1448.84,2061.03,7.09
1094,32,Kids Wear 1094,Fashion,Kids Wear,1544.72,2282.72,10.09
1095,46,T-Shirts 1095,Fashion,T-Shirts,979.82,1859.76,13.39
1096,114,Kids Wear 1096,Fashion,Kids Wear,1594.65,4045.37,6.77
1097,145,Mens Casual 1097,Fashion,Mens Casual,548.04,1037.54,17.98
1098,2,Womens Ethnic 1098,Fashion,Womens Ethnic,615.29,1506.79,14.02
1099,3,Sarees 1099,Fashion,Sarees,1227.9,1834.87,6.79
1100,110,Kurtis 1100,Fashion,Kurtis,250.72,430.64,12.48
1101,120,Sarees 1101,Fashion,Sarees,378.99,954.4,13.05
1102,65,T-Shirts 1102,Fashion,T-Shirts,296.02,431.26,8.19
